Unnamed: 0,lon,lat,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,main_type,capacity,price,RECORD_ID,FACILITY_NAME,CHAIN_NAME,CHAIN_ESTABLISHMENT,SITE_ADDRESS
2648,-122.3409637,47.61165195,5680,355683,0,350,Moderno Mexicano,Moderno Mexicano,1926 2ND AVE,98101,Seattle,(206) 448-4851,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
4724,-122.33388,47.55172,9941,359945,0,350,Westerly Kitchen Company,Westerly Kitchen Company,5700 1ST AVE S,98108,Seattle,(206) 949-9237,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
297,-122.3545801,47.62250374,594,350596,0,350,Arena At Seattle Center - Crew Kitchen,Arena At Seattle Center,334 1ST AVE N,98109,Seattle,(206) 437-1240,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2341,-122.331016,47.60522,5030,355032,0,350,Lotte Hotel Seattle - Level 16 Service Kitchen,Lotte Hotel Seattle,801 5TH AVE,98104,Seattle,(206) 800-8110,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
803,-122.3410119,47.56375348,1652,351656,0,350,Canteen Vending @ Dcg One (Mailhandlers),Canteen Vending @ Dcg One,4401 E MARGINAL WAY S,98134,Seattle,(253) 922-5200,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1516,-122.282828,47.53854041,3209,353211,0,350,Foo Lam Chinese Restaurant,Foo Lam Chinese Restaurant,7101 M L KING JR WAY S STE 111,98118,Seattle,,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
632,-122.3191051,47.55130461,1276,351278,0,350,Bop Box Company,Bop Box Company,5633 AIRPORT WAY S,98108,Seattle,(425) 638-2813,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
4494,-122.3335775,47.59217444,9519,359523,0,350,U316 Juma,T-Mobile Park,151 S ROYAL BROUGHAM WAY,98134,Seattle,,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
929,-122.3164305,47.61072202,1952,351955,0,350,Chieftain; The,Chieftain; The,908 12TH AVE,98122,Seattle,(206) 601-0456,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2576,-122.4005539,47.6552814,5494,355496,0,350,Metropolitan Market - Produce,Metropolitan Market,3830 34TH AVE W,98199,Seattle,(206) 378-3550,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
3139,-122.3086032,47.61731146,6640,356643,0,350,Polish Hall Kitchen,Polish Hall Kitchen,1714 18TH AVE,98122,Seattle,(206) 322-3020,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
1377,-122.327948,47.576261,2890,352892,0,350,Elsom Cellars,Elsom Cellars,2960 4TH AVE S,98134,Seattle,(206) 349-3244,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
4808,-122.3372123,47.61169518,10142,360146,0,350,Xian Noodles @ Westlake Mall,Xian Noodles @ Westlake Mall,400 PINE ST,98101,Seattle,(206) 331-9112,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2855,-122.3234131,47.69067461,6068,356071,0,350,Old Fifth Ave Llc,Old Fifth Ave Llc,8507 5TH AVE NE,98115,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2577,-122.2836261,47.66817524,5495,355497,0,350,Metropolitan Market - Seafood #156,Metropolitan Market  #156,5250 40TH AVE NE,98105,Seattle,,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
4273,-122.3134403,47.66248351,9097,359101,0,350,Thai Tom,Thai Tom,4543 UNIVERSITY WAY NE,98105,Seattle,(206) 363-1731,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
4683,-122.3336093,47.60972323,9876,359880,0,350,Wash Athletic Club - Torchy'S,Washington Athletic Club,1325 6TH AVE,98101,Seattle,(206) 464-3070,Seating > 250,III,restaurant,250.0,34.25, , , , ," 
"
3558,-122.3134119,47.65991801,7647,357651,0,350,Samir'S Mediterranean Grill,Samir'S Mediterranean Grill,1316 NE 43RD ST,98105,Seattle,(206) 633-1778,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
329,-122.3300561,47.5665922,641,350643,0,350,Asia Ginger Teriyaki And Roll,Asia Ginger Teriyaki And Roll,4119 4TH AVE S,98134,Seattle,(206) 434-6859,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1647,-122.3504994,47.64866612,3507,353509,0,350,Google Wat2 Barista,Google Wat2 Barista,651 N 34TH ST,98103,Seattle,(206) 876-1800,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
4170,-122.3491321,47.6163017,8880,358884,0,350,Tandoori Hut,Tandoori Hut,2616 2ND AVE,98121,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
4223,-122.3151048,47.52616569,8996,359000,0,350,Tastys T & M'S,Tastys T & M'S,8605 14TH AVE S,98108,Seattle,(206) 698-0504,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
346,-122.3440864,47.69022327,708,350710,0,350,Aurora 76,Aurora 76,8408 AURORA AVE N,98103,Seattle,(425) 918-2828,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1133,-122.3160557,47.59969039,2405,352407,0,350,Dang Dang Cha Lua Restaurant,Dang Dang Cha Lua Restaurant,1221 S MAIN ST #101,98144,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
27,-122.3456321,47.61378367,40,350042,0,350,2Nd Ave Grocery,2Nd Ave Grocery,2237 2ND AVE,98121,Seattle,(206) 306-5773,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1329,-122.324263,47.68002742,2788,352790,0,350,Eight Row,Eight Row,7102 WOODLAWN AVE NE,98115,Seattle,(917) 445-8707,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
854,-122.3144233,47.61505339,1765,351767,0,350,Cascina Spinasse,Cascina Spinasse,1531 14TH AVE,98122,Seattle,(206) 251-7673,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
3994,-122.3545801,47.62250374,8481,358485,0,350,Ste Level S Club S Bar,Arena At Seattle Center,334 1ST AVE N,98109,Seattle,(206) 437-1240,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1932,-122.3127409,47.66184002,4107,354109,0,350,Iowh Llc Sugar + Spoon,Iowh Llc Sugar + Spoon,4518 UNIVERSITY WAY NE,98105,Seattle,(206) 948-7684,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
4098,-122.3752307,47.54641901,8738,358742,0,350,Sw Deli & Grocery,Sw Deli & Grocery,3413 SW GRAHAM ST,98126,Seattle,(206) 932-4003,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
592,-122.3870877,47.65595638,1202,351204,0,350,Blue Heron Cafe Inc.,Blue Heron Cafe Inc.,4001 GILMAN AVE W,98199,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
280,-122.3451234,47.69086415,567,350569,0,350,Arco Am Pm,Arco Am Pm,950 N 85TH ST,98103,Seattle,(425) 835-2885,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
847,-122.3333908,47.4859389,1746,351748,0,350,Casa Italiana,Casa Italiana,13028 1ST AVE S,98168,Seattle,(253) 470-8102,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1612,-122.319596,47.55139793,3435,353437,0,350,Georgetown Ballroom Seattle; Llc,Georgetown Ballroom,5625 AIRPORT WAY S,98108,Seattle,(206) 963-3053,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2572,-122.2836261,47.66817524,5490,355492,0,350,Metropolitan Market - Bakery/Espresso/Kiosk,Metropolitan Market  #156,5250 40TH AVE NE,98105,Seattle,,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
2482,-122.3656192,47.66841684,5256,355258,0,350,Market Street  Deli,Market Street  Deli,719 NW MARKET ST,98107,Seattle,(206) 784-2257,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
4239,-122.3309864,47.62331404,9024,359028,0,350,Teinei,Teinei,1256 REPUBLICAN ST,98109,Seattle,(206) 420-4500,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1491,-122.3059612,47.60330384,3158,353160,0,350,Fishbox,Fishbox,172 20TH AVE,98122,Seattle,(206) 227-1911,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
428,-122.3863974,47.66895605,842,350844,0,350,Ballard Station Public House,Ballard Station Public House,2236 NW MARKET ST,98107,Seattle,(360) 393-9299,Seating 51-150,II,restaurant,101.0,34.25, , , , ," 
"
4219,-122.3159966,47.6064695,8986,358990,0,350,Taste Of The Caribbean,Taste Of The Caribbean,1212 E JEFFERSON ST,98122,Seattle,(206) 851-9284,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
4118,-122.3335775,47.59217444,8778,358782,0,350,T-Mobile- Ruby Jewel,T-Mobile Park,151 S ROYAL BROUGHAM WAY,98134,Seattle,,Mobile Food Unit,I,quick service,15.611973826245231,20.0, , , , ," 
"
4526,-122.3334464,47.4601111,9562,359566,0,350,United Pacific #5480,United Pacific #5480,15846 1ST AVE S,98148,Seattle,(310) 323-3992,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
298,-122.3545801,47.62250374,595,350597,0,350,Arena At Seattle Center - Event Level Club & Pantry,Arena At Seattle Center,334 1ST AVE N,98109,Seattle,(206) 437-1240,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
34,-122.3335775,47.59217444,47,350049,0,350,338 Boxscore Bar,T-Mobile Park,151 S ROYAL BROUGHAM WAY,98134,Seattle,,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
1655,-122.3647798,47.62416555,3528,353530,0,350,Gourmet Latte #3,Gourmet Latte #3,540 ELLIOTT AVE W,98119,Seattle,(425) 359-1518,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1919,-122.3176854,47.67558913,4072,354074,0,350,India Bistro,India Bistro,6417 ROOSEVELT WAY NE #106,98115,Seattle,(206) 349-2022,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1685,-122.3288946,47.68026927,3590,353592,0,350,Greenlake Boat House,Greenlake Boat House,7351 E GREENLAKE DR N,98115,Seattle,(206) 527-0171,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
3080,-122.382668,47.6696368,6529,356532,0,350,Pink Bee,Pink Bee,2010 NW 56TH ST,98107,Seattle,(206) 981-8663,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
865,-122.323183,47.61941139,1788,351790,0,350,Ccattle'S; Llc,Ccattle'S; Llc,1701 E OLIVE WAY,98102,Seattle,(206) 200-0132,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
1730,-122.3424913,47.70270037,3673,353675,0,350,H.T. Oak Tree Market -  Meat Shop,Ht Oak Tree Market,10008 AURORA AVE N,98133,Seattle,(206) 931-1678,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
2068,-122.3578716,47.64966426,4465,354467,0,350,Kaosamai Thai Cook Truck,Kaosamai Thai Cook Truck,404 N 36TH ST,98103,Seattle,(206) 925-9979,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
2027,-122.317234,47.60150328,4399,354401,0,350,Jucivana Coffee & Smoothies,Jucivana Coffee & Smoothies,110 BOREN AVE S,98144,Seattle,(425) 205-7719,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
101,-122.3549588,47.70460094,189,350191,0,350,A1 Mart; Inc,A1 Mart; Inc,10406 GREENWOOD AVE N,98133,Seattle,(206) 407-6732,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1809,-122.3819559,47.56263383,3840,353842,0,350,Highstrike Grill,Highstrike Grill,4505 39TH AVE SW,98116,Seattle,(206) 932-3731,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
179,-122.3128643,47.65877691,378,350380,0,350,Allegro Espresso Bar,Allegro Espresso Bar,4214 UNIVERSITY WAY NE,98105,Seattle,(206) 633-3030,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
3155,-122.363237,47.69077,6680,356684,0,350,Preserve And Gather,Preserve And Gather,358 NW 85TH ST,98117,Seattle,(206) 491-4437,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2980,-122.3342391,47.60883864,6345,356348,0,350,Pcc Community Marktes - Meat,Pcc Community Markets,1301 5TH AVE,98101,Seattle,(206) 547-1222,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
3855,-122.3507667,47.62395253,8198,358202,0,350,Spectra...Mc Caw Hall - Main Kitchen,Spectra....Mccaw Hall,321 MERCER ST,98109,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
4497,-122.3335775,47.59217444,9522,359526,0,350,U340 Sausage Portable,T-Mobile Park,151 S ROYAL BROUGHAM WAY,98134,Seattle,,Mobile Food Unit,I,quick service,15.611973826245231,20.0, , , , ," 
"
4751,-122.3817558,47.55992679,9985,359989,0,350,Whole Foods (Grocery),Whole Foods (Grocery),4755 FAUNTLEROY WAY SW,98116,Seattle,(425) 957-6752,Grocery Store-no seating,II,grocery,38.68339436083043,18.75, , , , ," 
"
1543,-122.3587102,47.69170219,3305,353307,0,350,Fred Meyer #122 Bakery,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Bakery-no seating,II,quick service,15.611973826245231,20.0, , , , ," 
"
2933,-122.3914837,47.63031619,6210,356213,0,350,Palisade  Banquet Room,Palisade  Banquet Room,2601 W MARINA PL BLD 2,98199,Seattle,(713) 386-7191,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2755,-122.3349422,47.61135266,5874,355877,0,350,New Saigon Restaurant,New Saigon Restaurant,1529 6TH AVE,98101,Seattle,(206) 383-3092,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
3378,-122.328093,47.61500176,7167,357171,0,350,Ristorante Machiavelli,Ristorante Machiavelli,1215 PINE ST,98101,Seattle,(206) 999-2059,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
584,-122.301909,47.5764743,1181,351183,0,350,Blaine Memorial United Methodist Church,Blaine Memorial United Methodist,3001 24TH AVE S,98144,Seattle,,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
2506,-122.3403646,47.60888826,5299,355301,0,350,Matt'S In The Market,Matt'S In The Market,94 PIKE ST,98101,Seattle,(206) 467-7909,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
3369,-122.3390183,47.61627585,7135,357139,0,350,Rgb Lenora Llc,Rgb Lenora Llc,2112 7TH AVE 3C,98121,Seattle,(206) 228-8055,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
2426,-122.3843337,47.65632132,5156,355158,0,350,Magnolia Pizza And Pasta,Magnolia Pizza And Pasta,2120 W EMERSON PL,98199,Seattle,(860) 816-6718,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
620,-122.3384063,47.6153417,1259,351261,0,350,Bon Appetit -Amazon Block 14/L4-Cafe,Amazon Block 14 /L4-Cafe,2021 7TH AVE,98121,Seattle,(206) 650-2547,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
4759,-122.3164214,47.67513168,9996,360000,0,350,Whole Foods Market - Grocery,Whole Foods Market,1026 NE 64TH ST,98115,Seattle,(510) 428-7400,Grocery Store-no seating,II,grocery,38.68339436083043,18.75, , , , ," 
"
1068,-122.3204128,47.55196053,2214,352216,0,350,Corson Building,Corson Building,5609 CORSON AVE S,98108,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
3373,-122.29191,47.67594,7153,357157,0,350,Ridge Pizza - Northeast,Ridge Pizza - Northeast,3338 NE 65TH ST,98115,Seattle,(206) 535-6167,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
4608,-122.3796104,47.66742836,9714,359718,0,350,Via Airlift @ Swedish Ballard,Via Airlift @ Swedish Ballard,5300 TALLMAN AVE NW,98107,Seattle,(206) 258-6844,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
4277,-122.321288,47.623884,9105,359109,0,350,Than Brothers Restaurant,Than Brothers Restaurant,527 BROADWAY E,98102,Seattle,,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
3715,-122.3335107,47.6105111,7916,357920,0,350,Sheraton Hotel-Banquet,Sheraton Grand Seattle Banquets,1400 6TH AVE,98101,Seattle,,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
2655,-122.3384591,47.6615509,5688,355691,0,350,Molly Moon'S Homemade Ice Cream,Molly Moon'S Homemade Ice Cream,1622 1/2 N 45th ST,98103,Seattle,(206) 618-4934,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
39,-122.334435,47.66120371,55,350057,0,350,4649 Restaurant,4649 Restaurant,1913 N 45TH ST,98103,Seattle,(206) 547-4649,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
137,-122.3182204,47.60830469,287,350289,0,350,Afc Sushi @ Seattle University #1,Afc Sushi @ Seattle University #1,1000 E JAMES WAY,98122,Seattle,(310) 604-3200,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1365,-122.3767814,47.6652149,2862,352864,0,350,El Taco Loco @ 5500 15Th Ave Nw,El Taco Loco,705 NW 70TH ST,98117,Seattle,(206) 371-5204,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
3587,-122.3469042,47.61404158,7718,357722,0,350,Screwdriver Bar,Screwdriver Bar,2320 1ST AVE,98121,Seattle,(206) 617-1780,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
2601,-122.3308973,47.61682058,5592,355594,0,350,Midori Teriyaki,Midori Teriyaki,1120 HOWELL ST,98101,Seattle,(206) 624-7843,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
585,-122.3364228,47.68875401,1183,351185,0,350,Blanchet High School Kitc,Blanchet High School Kitc,8200 WALLINGFORD AVE N,98103,Seattle,(206) 527-7720,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
3501,-122.2949365,47.66188871,7497,357501,0,350,Safeway Inc #488,Safeway Inc #488,3020 NE 45TH ST,98105,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
163,-122.3978807,47.64246082,340,350342,0,350,Albertson'S #408 - Deli,Albertsons #3408,2550 32ND AVE W,98199,Seattle,(208) 395-6022,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2641,-122.333045,47.59150746,5663,355665,0,350,Mobile Sticker Kc598; Level 318,Rita'S At Mariners,1250 1ST AVE S,98134,Seattle,(425) 457-2143,Mobile Food Unit,I,quick service,15.611973826245231,20.0, , , , ," 
"
3186,-122.2702428,47.5309575,6738,356742,0,350,Qeerroo Restaurant - Qeerroo Restaurant; Llc,Qeerroo Restaurant,7919 RAINIER AVE S,98118,Seattle,(206) 753-8278,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1164,-122.3272618,47.60214107,2466,352468,0,350,Deli Cut Subs,Deli Cut Subs,300 5TH AVE #150,98104,Seattle,(206) 467-7600,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2917,-122.3536881,47.66853223,6175,356178,0,350,Pacific Blue Chowder House-Trail,Woodland Park Zoo,5500 PHINNEY AVE N,98103,Seattle,(206) 545-2042,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
3704,-122.3316877,47.60193925,7899,357903,0,350,Shawn O'Donnells American Grill & Irish Pub,Shawn O'Donnells American Grill,508 2ND AVE,98104,Seattle,(206) 602-6380,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
897,-122.3096837,47.59944678,1880,351883,0,350,Cheeky Cafe,Cheeky Cafe,1700 S JACKSON ST,98144,Seattle,(704) 964-3337,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1459,-122.3334962,47.70902233,3085,353087,0,350,Family Donut Shop,Family Donut Shop,2100 N NORTHGATE WAY STE F,98133,Seattle,(206) 368-9107,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
72,-122.3785919,47.6689447,126,350128,0,350,7-Eleven Store #2360-25525D,7-Eleven Store #2360-25525D,1550 NW MARKET ST,98107,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
3623,-122.3628076,47.73525984,7776,357780,0,350,Seattle Golf Club,Seattle Golf Club,210 NW 145TH ST,98177,Seattle,(206) 363-5444,Seating > 250,III,restaurant,250.0,34.25, , , , ," 
"
4534,-122.2995282,47.66585888,9580,359584,0,350,University Silver Cloud Inn,University Silver Cloud Inn,5036 25TH AVE NE,98105,Seattle,(425) 637-9800,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2927,-122.2952166,47.66863387,6199,356202,0,350,Pair Restaurant,Pair Restaurant,5501 30TH AVE NE,98105,Seattle,(206) 214-8724,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
3499,-122.2879919,47.56859691,7494,357498,0,350,Safeway Inc #1508 - Fuel Station,Safeway Inc #1508,3820 RAINIER AVE S,98118,Seattle,(623) 869-3573,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
4556,-122.3709969,47.66620086,9606,359610,0,350,Urban Family Brewing Co; Llc,Urban Family Brewing Co; Llc,1103 NW 52ND ST,98107,Seattle,(360) 920-5042,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
3319,-122.3782878,47.563337,7021,357025,0,350,Realfine Coffee,Realfine Coffee,4480 FAUNTLEROY WAY SW,98126,Seattle,(206) 852-8434,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
694,-122.3400108,47.6085252,1429,351431,0,350,Burrito Express,Burrito Express,1429 1ST AVE,98101,Seattle,(206) 335-3953,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
4341,-122.3627218,47.55167133,9197,359201,0,350,The Roll Pod (Kc505) @ 248 252 2324,The Roll Pod (Kc505),5604 DELRIDGE WAY SW,98106,Seattle,(248) 252-2324,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
2963,-122.3959324,47.67184194,6313,356316,0,350,Pasteria Lucchese,Pasteria Lucchese Llc,3004 NW 59TH ST,98107,Seattle,(206) 420-4939,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2365,-122.3549811,47.69154505,5073,355075,0,350,Luna Azul,Luna Azul,8552 GREENWOOD AVE N,98103,Seattle,(206) 706-5392,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2170,-122.3147149,47.60600534,4688,354690,0,350,L'Oursin,L'Oursin,1315 E JEFFERSON ST STE 102,98122,Seattle,(917) 251-5564,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2914,-122.3082766,47.62547817,6165,356168,0,350,P & T Lunch Room Service @ St. Joseph'S,P&T Lunch Room Service Llc,700 18TH AVE E,98112,Seattle,(206) 218-7303,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
3331,-122.3254606,47.70638581,7047,357049,0,350,Red Robin Americas Gourmet Burgers,Red Robin Americas Gourmet Burgers,401 NE NORTHGATE WAY #430,98125,Seattle,(206) 365-0933,Seating > 250,III,restaurant,250.0,34.25,PR0053207,RED ROBIN AMERICAS GOURMET BURGERS,RED ROBIN,Y,"555 NORTHGATE MALL #430
"
2892,-122.3627218,47.55167134,6128,356131,0,350,Oskar'S Pizza (Kc721),Oskar'S Pizza (Kc721),5604 DELRIDGE WAY SW,98106,Seattle,(206) 557-0222,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
2508,-122.3318135,47.600707,5307,355332,0,350,Mccoy'S Firehouse Bar & Grill,Mccoy'S Firehouse Bar & Grill,173 S Washington ST,98104,Seattle,(206) 228-5813,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
36,-122.3399331,47.61202267,49,350051,0,350,3Rd Ave Cafe,3Rd Ave Cafe,1908 3RD AVE,98101,Seattle,(206) 622-7778,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1326,-122.341867,47.661932,2784,352786,0,350,Egg Ceteras Blue Star Cafe & Pub,Egg Ceteras Blue Star Cafe & Pub,4512 STONE WAY N,98103,Seattle,(206) 548-0345,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
2053,-122.3170361,47.54650481,4439,354441,0,350,K Vintners; Llc,K Vintners; Llc,1136 S ALBRO PL,98108,Seattle,(509) 526-5230,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1292,-122.4059558,47.58071086,2703,352705,0,350,Duke'S Alki Chowder House,Duke'S Alki Chowder House,2516 ALKI AVE SW,98116,Seattle,(206) 933-8000,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
3581,-122.3771262,47.67824622,7703,357707,0,350,Scandinavian Specialities,Scandinavian Specialities,6719 15TH AVE NW,98117,Seattle,(206) 784-7020,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
4275,-122.3556816,47.67803298,9103,359107,0,350,Thaiku,Thaiku,6705 GREENWOOD AVE N,98103,Seattle,(206) 310-4609,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
495,-122.3136279,47.65901983,959,350961,0,350,Bb'S Teriyaki Grill Llc,Bb'S Teriyaki Grill Llc,4221 UNIVERSITY WAY NE,98105,Seattle,(206) 484-2236,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2754,-122.3766693,47.67576396,5871,355874,0,350,New Mae Ploy Thai Cuisine,Mae Ploy Thai Cuisine,6421 15TH AVE NW,98107,Seattle,(425) 208-2562,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2583,-122.3847919,47.58217217,5501,355503,0,350,Metropolitan Market #153 - Grocery,Metropolitan Market #153,2320 42ND AVE SW,98116,Seattle,(206) 933-9427,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
2874,-122.3144684,47.61466781,6097,356100,0,350,Omega Ouzer,Omega Ouzeri,1529 14TH AVE,98122,Seattle,(206) 854-9162,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
4020,-122.3295498,47.57891116,8546,358550,0,350,Subway #13836,Subway #13836,2727 4TH AVE S,98134,Seattle,(206) 622-8604,Seating 13-50,III,restaurant,27.0,34.25,PR0034022,SUBWAY #13836,SUBWAY,Y,"2727 4TH AV S
"
3951,-122.3569583,47.62303995,8401,358405,0,350,Starbucks Coffee #3355,Starbucks Coffee #3355,421 QUEEN ANNE AVE N,98109,Seattle,(206) 624-6237,Seating 0-12,II,restaurant,6.0,34.25,PR0067046,STARBUCKS COFFEE #3355,STARBUCKS,Y,"425 QUEEN ANNE AV N
"
4429,-122.3810838,47.56197321,9391,359395,0,350,Trader Joe'S #157,Trader Joe'S #157,4545 FAUNTLEROY WAY SW,98126,Seattle,(781) 455-7323,Grocery Store-no seating,II,grocery,38.68339436083043,18.75, , , , ," 
"
4081,-122.2853978,47.55725208,8697,358701,0,350,Super Six,Super Six,3714 S HUDSON ST,98118,Seattle,(617) 875-9554,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
274,-122.312678,47.66761667,549,350551,0,350,Araya'S Place,Araya'S Place,5240 UNIVERSITY WAY NE #A,98105,Seattle,(206) 225-7442,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
