,lon,lat,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,main_type,capacity,price,RECORD_ID,FACILITY_NAME,CHAIN_NAME,CHAIN_ESTABLISHMENT,SITE_ADDRESS
1474,-122.2210327,47.49939798,3129,353127,0,350,Feleg Food Mart,Feleg Food Mart,11463 RAINIER AVE S,98178,Seattle,(206) 631-9985,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1475,-122.2565255,47.45128751,3131,353129,0,350,Fernandizzle Enterprises Llc,Fernandizzle Enterprises Llc,10836 E MARGINAL WAY S,98168,Seattle,(206) 487-4224,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1476,-122.3358393,47.60373664,3132,353130,0,350,Ferry Noodle House,Ferry Noodle House,93 MARION ST,98104,Seattle,,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1477,-122.3315913,47.59543996,3133,353131,0,350,Fgh- Starbucks Cart Kc917,Fgh- Starbucks Cart Kc917,800 OCCIDENTAL AVE S,98134,Seattle,(206) 258-1664,Mobile Food Unit,I,quick service,15.611973826245231,20.0, , , , ," 
"
1478,-122.3423035,47.64879163,3134,353132,0,350,Fiasco,Fiasco,3400 STONE WAY N FL 1,98103,Seattle,(206) 838-3852,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
1479,-122.2908723,47.69639187,3135,353133,0,350,Fiddler'S Inn,Fiddler'S Inn,9219 35TH AVE NE,98115,Seattle,(206) 525-0752,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1480,-122.383742,47.65613265,3138,353136,0,350,Figurehead Brewing Company Llc,Figurehead Brewing Company Llc,4001 21ST AVE W UNIT B,98199,Seattle,(206) 351-4281,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
1481,-122.2871591,47.55004475,3141,353139,0,350,Filipino Community Of Seattle,Filipino Community Of Seattle,5740 M L KING JR WAY S,98118,Seattle,(206) 722-9372,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
1482,-122.326911,47.625423,3145,353143,0,350,Finch & Pine,Finch & Pine,711 BELLEVUE AVE E,98102,Seattle,(954) 557-0764,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1483,-122.3972947,47.69040538,3147,353149,0,350,Fiore Sunset Hill,Fiore Sunset Hill,3125 NW 85TH ST,98117,Seattle,(206) 712-2132,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
1484,-122.4108457,47.57891868,3148,353150,0,350,Fire Taco And Cantina,Fire Taco And Cantina,2738 ALKI AVE SW,98116,Seattle,(317) 709-1053,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1485,-122.2565255,47.45128752,3149,353151,0,350,Fire Tacos De Birria (Kc942),Fire Tacos De Birria (Kc942),2738 ALKI AVE SW,98116,Seattle,(206) 778-8169,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
1486,-122.3388483,47.62381816,3150,353152,0,350,Firefly,Firefly,515 WESTLAKE AVE N,98109,Seattle,(704) 328-5090,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
1487,-122.3913429,47.66893998,3151,353153,0,350,Firehouse Coffee,Firehouse Coffee,2622 NW MARKET ST STE #D,98107,Seattle,(206) 496-9210,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1488,-122.3315913,47.59543996,3154,353156,0,350,First And Goal Hospitality (Cart #8; Kc918),First And Goal Hospitality,800 OCCIDENTAL AVE S,98134,Seattle,(206) 258-1664,Mobile Food Unit,I,quick service,15.611973826245231,20.0, , , , ," 
"
1489,-122.3061067,47.60304167,3155,353157,0,350,First Place School,First Place School,172 20TH AVE,98122,Seattle,(206) 323-6715,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
1490,-122.26319,47.51984,3157,353159,0,350,Fish Basket @ Route 206-852-6076,Fish Basket,9447 RAINIER AVE S,98118,Seattle,(206) 852-6076,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
1491,-122.3059612,47.60330384,3158,353160,0,350,Fishbox,Fishbox,172 20TH AVE,98122,Seattle,(206) 227-1911,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1492,-122.3811577,47.6555408,3159,353161,0,350,Fisherman'S Green Market & Deli,Fishermen'S Green Market & Deli,1900 W NICKERSON ST STE 114,98119,Seattle,(206) 281-7818,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1493,-122.3411854,47.6059985,3160,353162,0,350,Fisherman'S Restaurant Patio Bar; The (Kc716),Fisherman'S Restaurant Patio Bar,1301 ALASKAN WAY,98101,Seattle,(206) 623-8600,Limited Food Services,,quick service,15.611973826245231,20.0, , , , ," 
"
1494,-122.3843337,47.65632132,3161,353163,0,350,Fisherman'S Terminal Food Mart,Fisherman'S Terminal Food Mart,2120 W EMERSON PL,98199,Seattle,(206) 284-2365,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1495,-122.3859913,47.58324327,3162,353164,0,350,Fit Bar Cafe,Fit Bar Cafe,2222 CALIFORNIA AVE SW,98116,Seattle,(206) 225-5956,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1496,-122.3238013,47.66116053,3164,353166,0,350,Fitchi House,Fitchi House,405 NE 45TH ST,98105,Seattle,(206) 605-2280,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1497,-122.3472171,47.61812613,3170,353172,0,350,Five Point Cafe,Five Point Cafe,415 CEDAR ST,98121,Seattle,(206) 719-4320,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1498,-122.3547739,47.65204757,3176,353178,0,350,Flair Taco @ 166 N 35Th Street 98103,Flair Taco,516 15TH AVE E,98112,Seattle,(206) 356-2475,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
1499,-122.3447723,47.68598565,3181,353183,0,350,Flavor Lao Bowl,Flavor Lao Bowl,7821 AURORA AVE N,98103,Seattle,(206) 939-7020,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1500,-122.331678,47.611774,3183,353185,0,350,Flex B,Aramark  @ Convention Place,800 CONVENTION PL 4TH FLOOR,98101,Seattle,(206) 694-5090,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1501,-122.3152764,47.61430885,3185,353187,0,350,Flight Wines,Flight Wines,1300 E PIKE ST STE 103,98122,Seattle,(206) 712-6919,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1502,-122.3555781,47.69043087,3186,353188,0,350,Flintcreek Cattle Co,Flintcreek Cattle Co,8421 GREENWOOD AVE N,98103,Seattle,(206) 226-2066,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1503,-122.313504,47.6596072,3191,353193,0,350,Flowers  Restaurant,Flowers  Restaurant,4247 UNIVERSITY WAY NE,98105,Seattle,(206) 633-1903,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1504,-122.3871618,47.56071426,3192,353194,0,350,Flying Apron; Llc - West Seattle,Flying Apron; Llc - West Seattle,4709 CALIFORNIA AVE SW,98116,Seattle,(206) 679-0257,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1505,-122.3550721,47.69205614,3193,353195,0,350,Flying Bike Cooperative Brewery,Flying Bike Cooperative Brewery,8570 GREENWOOD AVE N,98103,Seattle,,Seating 51-150,I,restaurant,101.0,34.25, , , , ," 
"
1506,-122.283797,47.55595766,3194,353196,0,350,Flying Lion Brewing,Flying Lion Brewing; Llc,5101 RAINIER AVE S #106,98118,Seattle,(206) 659-9912,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
1507,-122.3190353,47.55120187,3196,353198,0,350,Flying Squirrel Pizza Co.,Flying Squirrel Pizza Co.,5701 AIRPORT WAY S,98108,Seattle,(206) 310-3333,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1508,-122.3227835,47.6892732,3197,353199,0,350,Flying Squirrel Pizza Company,Flying Squirrel Pizza Company,8310 5TH AVE NE,98115,Seattle,(206) 715-9030,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1509,-122.3587102,47.69170219,3198,353200,0,350,Fm122 Sushi Rangoon,Fm122 Sushi Rangoon,100 NW 85TH ST,98117,Seattle,(832) 600-7942,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1510,-122.29231,47.7237,3199,353201,0,350,Fm179 Sushi Famci,Fm179 Sushi Famci,13000 LAKE CITY WAY NE,98125,Seattle,(206) 412-1364,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1511,-122.3441606,47.61362557,3201,353203,0,350,Fob Poke Bar,Fob Poke Bar,220 BLANCHARD ST,98121,Seattle,(206) 728-9888,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1512,-122.3240868,47.61538413,3204,353206,0,350,Fogon Mac Inc.,Fogon Mac Inc.,600 E PINE ST,98122,Seattle,(206) 380-7649,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1513,-122.3627218,47.55167133,3205,353207,0,350,Fonda El Costeno (Kc444),Fonda El Costeno (Kc444),5604 DELRIDGE WAY SW,98106,Seattle,(206) 476-0334,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
1514,-122.3178102,47.5499198,3206,353208,0,350,Fonda La Catrina,Fonda La Catrina,5905 AIRPORT WAY S,98108,Seattle,(206) 861-5343,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1515,-122.3386054,47.60696879,3207,353209,0,350,Fonte Coffee,Fonte Coffee,1321 1ST AVE,98101,Seattle,(206) 762-0760,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1516,-122.282828,47.53854041,3209,353211,0,350,Foo Lam Chinese Restaurant,Foo Lam Chinese Restaurant,7101 M L KING JR WAY S STE 111,98118,Seattle,,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1517,-122.2756526,47.54631145,3210,353212,0,350,Food Mart,Food Mart,6230 RAINIER AVE S,98118,Seattle,(206) 551-5674,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1518,-122.2694016,47.52848938,3211,353213,0,350,Food Plus Inc,Food Plus Inc,8334 RAINIER AVE S #102,98118,Seattle,,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1519,-122.3124116,47.59943962,3212,353214,0,350,Foodcase; The,Foodcase; The,4116 RAINIER AVE S,98118,Seattle,(206) 939-9800,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1520,-122.3206078,47.54793153,3214,353216,0,350,Foodz Catering,Foodz Catering,921 S HARNEY ST,98108,Seattle,(206) 297-9634,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1521,-122.3159128,47.6135072,3215,353217,0,350,Footprint Wine Tap,Footprint Wine Tap,1222 E MADISON ST STE C,98122,Seattle,(206) 485-7175,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1522,-122.31204,47.61990141,3219,353221,0,350,Forge Coffee Roasting Company,Forge Coffee Roasting Company,201 16TH AVE E,98112,Seattle,(206) 349-7496,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1523,-122.3259875,47.59819116,3220,353222,0,350,Fort St George,Fort St George,601 S KING ST 20,98104,Seattle,(206) 328-0662,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1524,-122.3247017,47.59858415,3224,353226,0,350,Fortune Garden Restaurant,Fortune Garden Restaurant,424 MAYNARD AVE S,98104,Seattle,(206) 521-8933,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1525,-122.3052118,47.56003202,3232,353234,0,350,Fou Lee Market,Fou Lee Market,2050 S COLUMBIAN WAY,98108,Seattle,(206) 354-4866,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1526,-122.3052118,47.56003202,3233,353235,0,350,Fou Lee Market & Deli,Fou Lee Market,2050 S COLUMBIAN WAY,98108,Seattle,(206) 354-4866,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1527,-122.3341455,47.60819211,3234,353236,0,350,Founder'S Club- Fairmont Olympic Hotel,Fairmont Olympic Hotel; Seattle,411 UNIVERSITY ST,98101,Seattle,(206) 621-1700,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
1528,-122.3552988,47.65185693,3235,353237,0,350,Foundry Events,Foundry Events,154 N 35TH ST,98103,Seattle,(206) 588-6981,Caterer,I,others,10.781842783248672,15.0, , , , ," 
"
1529,-122.344598,47.62498642,3240,353242,0,350,Four Points By Sheraton,Four Points By Sheraton,601 ROY ST,98109,Seattle,(206) 282-2600,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1530,-122.3392207,47.6076298,3241,353243,0,350,Four Seasons Hotel Seattle- Employee Dining,Four Seasons Hotel Seattle,99 UNION ST,98101,Seattle,(206) 749-7000,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
1531,-122.3392207,47.6076298,3242,353244,0,350,Four Seasons Hotel Seattle - Banquet Room,Four Seasons Hotel Seattle,99 UNION ST,98101,Seattle,(206) 749-7000,Seating > 250,III,restaurant,250.0,34.25, , , , ," 
"
1532,-122.3392207,47.6076298,3243,353245,0,350,Four Seasons Hotel Seattle - Goldfinch Tavern,Four Seasons Hotel Seattle,99 UNION ST,98101,Seattle,(206) 749-7000,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
1533,-122.3674417,47.69088245,3246,353248,0,350,Four Spoons Cafe,Four Spoons Cafe,850 NW 85TH ST,98117,Seattle,(206) 349-3684,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1534,-122.2974596,47.66355701,3248,353250,0,350,Fran'S Chocolate'S @ U Village,Fran'S Chocolate'S @ U Village,2626 NE UNIVERSITY VILLAGE ST,98105,Seattle,(206) 322-0233,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1535,-122.3173512,47.54997602,3249,353251,0,350,Fran'S Chocolates,Fran'S Chocolates,5900 AIRPORT WAY S,98108,Seattle,(206) 322-0233,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
1536,-122.2988698,47.66870625,3251,353253,0,350,Frank'S Oyster House & Champagne Parlor,Frank'S Oyster House,2614 NE 55TH ST,98105,Seattle,(206) 214-6518,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1537,-122.3393581,47.60429242,3254,353256,0,350,Frankfurter ; The,Frankfurter ; The,1023 ALASKAN WAY,98104,Seattle,(206) 763-9669,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1538,-122.319128,47.613109,3256,353258,0,350,Frankie & Jo'S,Frankie & Jo'S,1010 E UNION ST,98122,Seattle,(206) 650-6409,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1540,-122.3386054,47.60696879,3261,353263,0,350,Frans Chocolates,Fran'S Chocolates,1321 1ST AVE,98101,Seattle,(206) 322-0233,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1541,-122.3055468,47.59810822,3262,353264,0,350,Franz Family Bakery,Franz Family Bakery,2006 S WELLER ST,98144,Seattle,,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1542,-122.368817,47.660214,3277,353279,0,350,Fred Meyer - Tully'S,Fred Meyer #608,915 NW 45TH ST,98107,Seattle,(206) 297-4300,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1543,-122.3587102,47.69170219,3305,353307,0,350,Fred Meyer #122 Bakery,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Bakery-no seating,II,quick service,15.611973826245231,20.0, , , , ," 
"
1544,-122.3587102,47.69170219,3306,353308,0,350,Fred Meyer #122 Deli,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1545,-122.3587102,47.69170219,3307,353309,0,350,Fred Meyer #122 Grocery,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1546,-122.3587102,47.69170219,3308,353310,0,350,Fred Meyer #122 Meat/Seafood,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
1547,-122.3587102,47.69170219,3309,353311,0,350,Fred Meyer #122 Starbucks,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1548,-122.3587102,47.69170219,3310,353312,0,350,Fred Meyer #122/Cheese,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1549,-122.2923155,47.72369701,3311,353313,0,350,Fred Meyer #179 Deli,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Seating 13-50,III,restaurant,27.0,34.25,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
1550,-122.2923155,47.72369701,3312,353314,0,350,Fred Meyer #179 Grocery,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Grocery Store-no seating,I,grocery,38.68339436083043,18.75,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
1551,-122.2923155,47.72369701,3313,353315,0,350,Fred Meyer #179 Meat,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Meat/Sea Food,III,grocery,38.68339436083043,18.75,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
1552,-122.2923155,47.72369701,3314,353316,0,350,Fred Meyer #179 Seafood,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Meat/Sea Food,III,grocery,38.68339436083043,18.75,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
1553,-122.368817,47.660214,3317,353319,0,350,Fred Meyer #608,Fred Meyer #608,915 NW 45TH ST,98107,Seattle,(206) 297-4300,Bakery-no seating,II,quick service,15.611973826245231,20.0, , , , ," 
"
1554,-122.368817,47.660214,3318,353320,0,350,Fred Meyer #608 - Seafood,Fred Meyer #608,915 NW 45TH ST,98107,Seattle,(206) 297-4300,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
1555,-122.368817,47.660214,3339,353341,0,350,Fred Meyers Inc #608 Grocery,Fred Meyer #608,915 NW 45TH ST,98107,Seattle,(206) 297-4300,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1556,-122.325257,47.675666,3341,353343,0,350,Frelard Tamales Llc,Frelard Tamales Llc,6412 LATONA AVE NE,98115,Seattle,(206) 370-9296,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1557,-122.3618301,47.656369,3342,353344,0,350,Frellard Pizza Company,Frellard Pizza Company,4010 LEARY WAY NW,98107,Seattle,(206) 588-0030,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1558,-122.3496836,47.66237392,3343,353345,0,350,Fremont 76,Fremont 76,4600 FREMONT AVE N,98103,Seattle,(206) 323-8500,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1559,-122.3497339,47.65899513,3344,353346,0,350,Fremont Bowl,Fremont Bowl,4258 FREMONT AVE N STE #4262,98103,Seattle,(425) 679-9412,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1560,-122.3443775,47.64919038,3345,353347,0,350,Fremont Brewing Company,Fremont Brewing Company,3409 Woodland Park AVE N,98103,Seattle,(206) 300-9337,Seating 51-150,I,restaurant,101.0,34.25, , , , ," 
"
1561,-122.3530517,47.65166607,3346,353348,0,350,Fremont Coffee Llc,Fremont Coffee Llc,459 N 36TH ST,98103,Seattle,(509) 449-1253,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1562,-122.3306979,47.61990647,3351,353353,0,350,Fresh Deli & Mart,Fresh Deli & Mart,209 YALE AVE N,98109,Seattle,(206) 949-0206,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1563,-122.3124115,47.59943961,3353,353355,0,350,Fresh Every Thyme,Fresh Every Thyme,501 2ND AVE W 100,98119,Seattle,(206) 283-0619,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1564,-122.3873111,47.68696316,3354,353356,0,350,Fresh Fish Company,Fresh Fish Company,2364 NW 80TH ST,98117,Seattle,(206) 789-0826,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
1565,-122.3177771,47.59892502,3355,353357,0,350,Fresh Fruit Juice & Bubble Tea,Fresh Fruit Juice & Bubble Tea,1043 S JACKSON ST #102,98104,Seattle,(206) 331-6131,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1566,-122.3868535,47.5784047,3360,353362,0,350,Freshy'S,Freshy'S,2735 CALIFORNIA AVE SW,98116,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1567,-122.3406611,47.60820754,3361,353363,0,350,Freya Bakery & Cafe,Freya Bakery & Cafe,1426 WESTERN AVE,98101,Seattle,(206) 334-1198,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1568,-122.3920165,47.66845396,3362,353364,0,350,Freya Cafe,Freya,2655 NW MARKET ST,98107,Seattle,(206) 789-5707,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1569,-122.354922,47.70531572,3363,353365,0,350,Friendly Food Mart,Friendly Food Mart,10500 GREENWOOD AVE N,98133,Seattle,(425) 745-8059,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1570,-122.3262866,47.56576725,3364,353366,0,350,Friends Of Recovery Cafe,Friends Of Recovery Cafe,4202 6TH AVE S,98108,Seattle,(206) 374-8731,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
1571,-122.3445631,47.72748872,3365,353367,0,350,Friendship Bbq Restaurant,Friendship Bbq Restaurant,13520 AURORA AVE N,98133,Seattle,(206) 871-6081,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1572,-122.2986711,47.66220771,3366,353368,0,350,Froglegs,Froglegs,2643 NE VILLAGE LN,98105,Seattle,(206) 652-8742,Bakery-no seating,II,quick service,15.611973826245231,20.0, , , , ," 
"
1573,-122.35574,47.62384,3367,353369,0,350,From V With Love Cakes,From V With Love Cakes,2601 S MCCLELLAN ST,98144,Seattle,(206) 250-3494,Bakery-no seating,II,quick service,15.611973826245231,20.0, , , , ," 
"
1574,-122.307096,47.624745,3372,353374,0,350,Fuel Coffee,Fuel Coffee,610 19TH AVE E,98112,Seattle,(206) 229-6478,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1575,-122.301837,47.63955067,3373,353375,0,350,Fuel Coffee #2,Fuel Coffee #2,2300 24th AVE E,98112,Seattle,(206) 322-1058,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1576,-122.3771751,47.68796212,3374,353376,0,350,Fuel Sport Grill,Fuel Sport Grill,8037 15TH AVE NW,98117,Seattle,(206) 276-8003,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1577,-122.37027,47.628294,3375,353377,0,350,Fuji Bakery,Fuji Bakery,1030 ELLIOTT AVE W,98119,Seattle,(206) 216-3616,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1578,-122.3267223,47.60020713,3377,353379,0,350,Fuji Sushi,Fuji Sushi,520 S MAIN ST,98104,Seattle,(253) 223-9491,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1579,-122.3335775,47.59217444,3379,353381,0,350,Fuku,T-Mobile Park,151 S ROYAL BROUGHAM WAY,98134,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1580,-122.34263,47.61661,3380,353382,0,350,Fulcrum Cafe,Fulcrum Cafe,590 BELL ST,98121,Seattle,(425) 754-0365,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1581,-122.3300719,47.5271137,3382,353384,0,350,Full Circle,Full Circle,432 S CLOVERDALE ST,98108,Seattle,(206) 931-9067,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1582,-122.3839555,47.66789192,3384,353386,0,350,Full Tilt Ballard,Full Tilt Ballard,5453 LEARY WAY NW,98107,Seattle,(206) 297-3000,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1583,-122.283799,47.55595577,3385,353387,0,350,Full Tilt Columbia City,Full Tilt Columbia City,5101 RAINIER AVE S,98118,Seattle,(206) 255-4271,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1584,-122.3554184,47.51656654,3386,353388,0,350,Full Tilt Ice Cream,Full Tilt Ice Cream,9629 16TH AVE SW A,98106,Seattle,(206) 963-5038,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1585,-122.3239485,47.51821033,3387,353389,0,350,Full Tilt Ice Cream (Kc297),Full Tilt Ice Cream (Kc297),9411 8TH AVE S #3A,98108,Seattle,(206) 963-5038,Mobile Food Unit,II,quick service,15.611973826245231,20.0, , , , ," 
"
1586,-122.33902,47.61628,3388,353390,0,350,Fuller Food Llc Dba Ma'Ono,Fuller Food Llc Dba Ma'Ono,2112 7TH AVE STE 3C,98121,Seattle,(206) 390-0716,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1587,-122.3449268,47.69473015,3391,353393,0,350,Fushen Seafood Chinese Restaurant,Fushen Seafood Chinese Restaurant,9019 AURORA AVE N,98103,Seattle,(206) 624-3888,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1588,-122.32767,47.6155,3393,353395,0,350,Future Primitive Brewing (Kc790) @ 9832 14Th Ave S Seattle,Future Primitive Brewing (Kc790),1600 MELROSE AVE,98122,Seattle,(206) 819-2241,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
1589,-122.3254015,47.67605544,3395,353397,0,350,G & F Grocery,G & F Grocery,300 NE 65TH ST,98115,Seattle,(206) 579-9690,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1590,-122.3344276,47.61655864,3397,353399,0,350,Gabagool,Gabagool,1915 TERRY AVE,98101,Seattle,(704) 328-5090,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
1591,-122.3548242,47.69141891,3398,353400,0,350,Gainsbourg,Gainsbourg,8550 GREENWOOD AVE N,98103,Seattle,(206) 781-2224,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1592,-122.35017,47.65157,3399,353401,0,350,Galaxy Rune,Galaxy Rune,3601 FREMONT AVE N,98103,Seattle,(206) 313-9776,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1593,-122.369415,47.66259258,3401,353403,0,350,Galos Ballard Llc,Galos Ballard Llc,907 NW BALLARD WAY,98107,Seattle,(425) 931-5974,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1594,-122.2774595,47.54956528,3402,353404,0,350,Gambia International,Gambia International,5903 RAINIER AVE S,98118,Seattle,(206) 764-4942,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
1595,-122.3342074,47.61185253,3404,353406,0,350,Gameworks,Gameworks,1511 7TH AVE,98101,Seattle,(206) 521-9290,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1596,-122.3100284,47.66211727,3405,353407,0,350,Gamma Phi Beta,Gamma Phi Beta,4529 17TH AVE NE,98105,Seattle,(425) 641-5074,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
